url_path,views_total,views_unique
/maziggy/bambuddy,3160,1539
/maziggy/bambuddy/issues,820,225
/maziggy/bambuddy/releases,600,361
/maziggy/bambuddy/releases/tag/v1.2.5.3,258,202
/maziggy/bambuddy/pulls,186,76
/maziggy/bambuddy/releases/tag/v1.2.5.2,98,71
/maziggy/bambuddy/blob/main/slicer-api/README.md,78,53
/maziggy/bambuddy/blob/main/docker-compose.yml,67,42
/maziggy/bambuddy/tree/main,62,43
/maziggy/bambuddy/blob/main/docs/images/proxy-mode-diagram.png,50,49
