url_path,views_total,views_unique
/maziggy/bambuddy,3671,1927
/maziggy/bambuddy/issues,889,287
/maziggy/bambuddy/releases,562,338
/maziggy/bambuddy/pulls,294,147
/maziggy/bambuddy/releases/tag/v1.2.5.1,182,156
/maziggy/bambuddy/releases/tag/v1.2.5.2,170,138
/maziggy/bambuddy/pull/2666,162,130
/maziggy/bambuddy/releases/tag/v1.2.5,136,104
/maziggy/bambuddy/blob/main/docker-compose.yml,107,75
/maziggy/bambuddy/blob/main/slicer-api/README.md,92,55
