url_path,views_total,views_unique
/maziggy/bambuddy,3598,1955
/maziggy/bambuddy/issues,863,284
/maziggy/bambuddy/releases,541,326
/maziggy/bambuddy/pulls,290,146
/maziggy/bambuddy/releases/tag/v1.2.5,213,161
/maziggy/bambuddy/releases/tag/v1.2.5.1,181,155
/maziggy/bambuddy/pull/2666,154,125
/maziggy/bambuddy/blob/main/docker-compose.yml,106,77
/maziggy/bambuddy/releases/tag/v1.2.5.2,105,90
/maziggy/bambuddy/blob/main/slicer-api/README.md,95,58
