url_path,views_total,views_unique
/maziggy/bambuddy,3232,1606
/maziggy/bambuddy/issues,808,209
/maziggy/bambuddy/releases,508,284
/maziggy/bambuddy/releases/tag/v1.2.5.2,225,167
/maziggy/bambuddy/pulls,154,74
/maziggy/bambuddy/releases/tag/v1.2.5.3,113,97
/maziggy/bambuddy/blob/main/docker-compose.yml,92,57
/maziggy/bambuddy/tree/main,83,57
/maziggy/bambuddy/blob/main/slicer-api/README.md,78,55
/maziggy/bambuddy/tree/main/slicer-api,67,40
