url_path,views_total,views_unique
/maziggy/bambuddy,3189,1597
/maziggy/bambuddy/issues,838,229
/maziggy/bambuddy/releases,607,356
/maziggy/bambuddy/releases/tag/v1.2.5.3,230,183
/maziggy/bambuddy/pulls,179,77
/maziggy/bambuddy/releases/tag/v1.2.5.2,138,101
/maziggy/bambuddy/blob/main/slicer-api/README.md,79,55
/maziggy/bambuddy/tree/main,72,50
/maziggy/bambuddy/blob/main/docker-compose.yml,70,45
/maziggy/bambuddy/commits/main,55,19
