url_path,views_total,views_unique
/maziggy/bambuddy,3375,1673
/maziggy/bambuddy/issues,813,229
/maziggy/bambuddy/releases,520,303
/maziggy/bambuddy/releases/tag/v1.2.5.2,247,190
/maziggy/bambuddy/pulls,185,92
/maziggy/bambuddy/releases/tag/v1.2.5.1,107,93
/maziggy/bambuddy/blob/main/slicer-api/README.md,85,56
/maziggy/bambuddy/blob/main/docs/images/proxy-mode-diagram.png,84,80
/maziggy/bambuddy/blob/main/docker-compose.yml,79,55
/maziggy/bambuddy/tree/main,77,60
