url_path,views_total,views_unique
/maziggy/bambuddy,3206,1578
/maziggy/bambuddy/issues,807,217
/maziggy/bambuddy/releases,490,288
/maziggy/bambuddy/releases/tag/v1.2.5.2,298,221
/maziggy/bambuddy/pulls,156,78
/maziggy/bambuddy/blob/main/slicer-api/README.md,75,51
/maziggy/bambuddy/blob/main/docker-compose.yml,74,48
/maziggy/bambuddy/tree/main,69,53
/maziggy/bambuddy/blob/main/docs/images/proxy-mode-diagram.png,68,64
/maziggy/bambuddy/issues/2757,59,7
