url_path,views_total,views_unique
/maziggy/bambuddy,3469,2056
/maziggy/bambuddy/issues,809,284
/maziggy/bambuddy/releases,486,292
/maziggy/bambuddy/pulls,267,136
/maziggy/bambuddy/releases/tag/v1.2.5,212,160
/maziggy/bambuddy/releases/tag/v1.2.5.1,174,149
/maziggy/bambuddy/pull/2666,150,123
/maziggy/bambuddy/blob/main/docker-compose.yml,128,85
/maziggy/bambuddy/blob/main/slicer-api/README.md,107,67
/maziggy/bambuddy/blob/main/docs/images/proxy-mode-diagram.png,93,88
