url_path,views_total,views_unique
/maziggy/bambuddy,3425,1709
/maziggy/bambuddy/issues,816,245
/maziggy/bambuddy/releases,515,305
/maziggy/bambuddy/releases/tag/v1.2.5.2,223,175
/maziggy/bambuddy/pulls,197,97
/maziggy/bambuddy/releases/tag/v1.2.5.1,154,131
/maziggy/bambuddy/pull/2666,107,94
/maziggy/bambuddy/blob/main/slicer-api/README.md,86,54
/maziggy/bambuddy/blob/main/docs/images/proxy-mode-diagram.png,84,80
/maziggy/bambuddy/blob/main/docker-compose.yml,84,59
