url_path,views_total,views_unique
/maziggy/bambuddy,3222,1628
/maziggy/bambuddy/issues,772,212
/maziggy/bambuddy/releases,615,375
/maziggy/bambuddy/releases/tag/v1.2.5.3,195,160
/maziggy/bambuddy/releases/tag/v1.2.5.2,171,126
/maziggy/bambuddy/pulls,155,72
/maziggy/bambuddy/blob/main/slicer-api/README.md,77,55
/maziggy/bambuddy/tree/main,77,53
/maziggy/bambuddy/blob/main/docker-compose.yml,76,50
/maziggy/bambuddy/tree/main/slicer-api,66,40
