url_path,views_total,views_unique
/maziggy/bambuddy,3291,1626
/maziggy/bambuddy/issues,801,222
/maziggy/bambuddy/releases,502,292
/maziggy/bambuddy/releases/tag/v1.2.5.2,267,204
/maziggy/bambuddy/pulls,189,90
/maziggy/bambuddy/blob/main/slicer-api/README.md,81,54
/maziggy/bambuddy/releases/tag/v1.2.5.1,76,69
/maziggy/bambuddy/blob/main/docs/images/proxy-mode-diagram.png,74,70
/maziggy/bambuddy/tree/main,74,57
/maziggy/bambuddy/blob/main/docker-compose.yml,74,50
