url_path,views_total,views_unique
/maziggy/bambuddy,3129,1526
/maziggy/bambuddy/issues,810,221
/maziggy/bambuddy/releases,585,352
/maziggy/bambuddy/releases/tag/v1.2.5.3,276,215
/maziggy/bambuddy/pulls,198,74
/maziggy/bambuddy/blob/main/slicer-api/README.md,79,53
/maziggy/bambuddy/releases/tag/v1.2.5.2,76,57
/maziggy/bambuddy/blob/main/docker-compose.yml,65,41
/maziggy/bambuddy/tree/main,57,38
/maziggy/bambuddy/commits/main,49,18
